version,arguments,path,device
16.7.0, ,/System/Library/PrelinkedKernels/prelinkedkernel,9DB77CAA-8BE2-4829-9CB0-00180E8B0B43
16.7.0, ,/System/Library/PrelinkedKernels/prelinkedkernel,9DB77CAA-8BE2-4829-9CB0-00180E8B0B43
